INVESTIGATION_ID,Location,Sublocation,Desc,Status
5304587,,,Have signs which have not been removed 72 hours after the election.,Open
5306362,,,Have signs which have not been removed 72 hours after the election.,Open
5286998,Basement,Stairs,Handrail not provided for the interior stairs of single dwelling unit that has more than two risers,Closed
5287025,Exterior,Porch,The guards and/or other appurtenant attachments) and/or their supporting structural members are not being maintained free from defects/hazards.,Closed
5287025,Side Of Building,,"Exterior door is not maintained in good repair. Namely, the door is not sized to allow it to open and close freely.",Closed
5287025, 2nd Floor,Bathroom,The lighting fixture is not protected from damage by the provision of wired glass or other suitable means of protection.,Closed
5287025, 2nd Floor,Bathroom,The lighting fixture is not maintained in a clean condition.,Closed
5287025, 2nd Floor,Bathroom,Floor and/or floor covering not kept in a clean and sanitary condition,Closed
5306179,Unit Washroom,,"Wall(s) not maintained free of holes, cracks, damaged and deteriorated materials. Namely: Washroom baseboard(s) found in state of disrepair.",Closed
5308838,Above Kitchen Window,,"Wall(s) not maintained free of holes, cracks, damaged and deteriorated materials.",Closed
5308838,Living Room Window,,Exterior window(s) with broken/cracked glass.,Closed
5309248,Dwelling Unit  -  Kitchen,,"Ceiling not maintained free of holes, cracks, damaged and deteriorated materials.Namely, cracks/peeling on ceiling over the kitchen surrounding the light. ",Closed
5309313,Lobby,,"Dwelling unit is not connected by two way voice communication system and security locking release mechanism to the principle entrance of the building.Namely, the touchscreen intercom located at the front lobby stairs.",Closed
5299908,,,Fail to obtain the required Permit for excavation and/or erection of a swimming pool enclosure.,Closed
5299908,,,Allowing water to collect or remain in a swimming pool without an approved permanent swimming pool enclosure in place.,Closed
5299908,,,Use of swimming pool without an approved permanent swimming pool enclosure in place.,Closed
5299908,,,The swimminig pool enclosure does not comply with this article.,Closed
5299915,Exterior Of Building,Throughout Building,Vacant/unoccupied building not adequately protected against unauthorized access.,Closed
5298355,,,Have been placed less than 1.5 m from curb or edge of pavement on highway without sidewalk.,Open
5313600,Roof Of Building,,The roof or one of its components is not weather tight.,Open
5289681,Rear Yard,,"The yards and /or other part of property is not being kept clean and free of any conditions that are health, fire or other hazards.",Open
5289954,Rear Yard,,"The tree, plant, limb or branch, which is located on the property is dead and has not been removed or otherwise pruned to remove the dead portion.",Open
5289935,,,The exterior walls and their components are not being maintained in a weather tight condition.,Substantially Complete
5289935,,,Dwelling unit window that is capable of being opened has screen that is not maintained in good repair and free from defects or missing components.,Closed
5289935,,,The guards and/or other appurtenant attachments and/or their supporting structural members are not maintained in good repair.,Closed
5289935,,,"The required guard has members, attachments or openings that will facilitate climbing.",Closed
5289935,,,The light standard(s) supporting artificial light is not kept in good repair and in good working order.,Substantially Complete
5310547,,,Have signs which have not been removed 72 hours after the election.,Open
5288904,Basement,,"The plumbing system is not kept in good working order, namley; plumbing system and or drain has backed up and caused water to flood in basement.",Closed
5288904,Dwelling Unit,,"The property has not been repaired in accordance with the standards, namley, plumbing system to maintained in good working order in dwelling unit #9.",Closed
5298204,Dwelling Unit  -  Kitchen,,"Ceiling not maintained free of holes, cracks, damaged and deteriorated materials.Namely; drywall cracking, water damage, and drywall chipping around exhaust ventilation. ",Closed
5298204,Dwelling Unit  -  Kitchen,,Repair(s) does not reasonably match existing wall(s)Namely; drywall taped next to exhaust ventilation.,Closed
5298204,Dwelling Unit  -  Kitchen,,"Wall(s) not maintained free of holes, cracks, damaged and deteriorated materials.Namely; cracks/chips around ventilation. Cracking all through drywall. Cracks/chips around cabinetry.Water damage on drywall. ",Closed
5298204,Dwelling Unit  -  Kitchen,,All repairs shall be made with materials that are suitable and sufficient for the purpose.Namely; drywall/tile behind stove. ,Closed
5298204,Dwelling Unit  -  Kitchen,,All repairs shall be made in a good workmanlike manner.Namely; drywall/tile behind stove. ,Closed
5298204,,,The finishing of repairs and/or the materials used shall be reasonbly compatible in design and colour with adjoining decorative finishing materials.Namely; drywall/tile behind stove. ,Closed
5298634,Entrance Canopy,,"Equipment/attachment appurtenant to the building is not being maintained in good repair, namely, the (canopy, marquee, sign, awning, screen, grille, stairway, pipe, duct,  standpipe, air conditioner. Etc).Namely, canopy near entrance has deteriorated material along the top sides and signs of water penetration damage, rust, and leakage. ",Closed
5306852,,,"The tree, plant, limb or branch, which is located on the property is dead and has not been removed or otherwise pruned to remove the dead portion.",Open
5290910,,,Have been placed less than 1.5 m from curb or edge of pavement on highway without sidewalk.,Open
5290336,,,Have been placed less than 1.5 m from curb or edge of pavement on highway without sidewalk.,Open
5295636,Parking Area,South Side of Property,"Owner of land failed to clean and clear wood refuse that has been thrown, placed, dumped or deposited in parking area.",Closed
5294811,,,Have been placed less than 1.5 m from curb or edge of pavement on highway without sidewalk.,Open
5295816,Rear,,"The tree, plant, limb or branch, which is located on the property is dead and has not been removed or otherwise pruned to remove the dead portion.",Open
5300093,Roof Of Building,,No eavestrough or roof gutter provided for drainage from roof surfaces including but not limited to South and East side of building.,Open
5322364,Bathroom,,"The plumbing system is not kept free from leaks or defects.Namely, there is a leak below the bathroom sink. ",Closed
5322364,Bathroom,,"The supplied facility in or on the property is not kept in a satisfactory working condition.Namely, the bathroom sink faucet leaks continuously. ",Closed
5322364,Bathroom,,"Previously finished surface(s) have marks, stains, graffiti, smoke damage, painted slogans and/or other defacements.Namely, the ceiling in the bathroom is stained and discoloured. ",Closed
5321114,Yards,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to:  indoor furniture,  car seats,  tires, wood,  overflowing garbage bins,  shopping carts and any and all loose waste and debris. ",Closed
5334184,Throughout Property,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to garbage, wood, furniture, matress, glass.",Open
5334193,,,Fail to provide open construction on a fence within 2.4 metres in any direction of the point a driveway intersects the lot line.,Open
5335938,Front Yard,Rear Yard,"The tree, plant, limb or branch, which is located on the property is dead and has not been removed or otherwise pruned to remove the dead portion.",Open
5335948,South Side of Property,,"The tree, plant, limb or branch, which is located on the property is dead and has not been removed or otherwise pruned to remove the dead portion.",Closed
5335967,,,"The yards and /or other part of property is not being kept clean and free from accumulation of junk, rubbish, brush, refuse, litter, garbage and/or other debris.",Closed
5335991,Rear Yard,Side Of Property,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to broken plastic container, pieces of wood, glass, loose bricks, tree branches, dead vegetation, wooden skids & all other invaluable items considered waste.",Closed
5336065,,,The number of garbage receptacles supplied is insufficient.,Closed
5335164,Kitchen,,"The kitchen fixture(s) and/or fitting is not maintained in good repair and good working order. Namely Kitchen cabinets, drawers are defected, broken, cracked and has holes.",Open
5343627,Exterior Property/ Yards ,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to Namely Trash, Boxes, Household items, wash basin, old broken BBQ, furniture, wood and any other items or things that has been discarded or abandoned at the time of inspection.",Closed
5332147,,,The yard does not have suitable ground cover to prevent recurrent ponding of water.,Substantially Complete
5342880,Front Yard,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to",Open
5342956,Bathroom,,"Ceiling not maintained free of holes, cracks, damaged and deteriorated materials.Namely, the bathroom ceiling is deteriorated with peeling paint.",Closed
5342956,Bathroom,,"The property is not maintained and/or kept clean in accordance with the standards.Namely, the bathroom tub finish is deteriorated.",Closed
5342956,Bathroom,,"The ventilation system or unit is not kept in good repair and maintained in good working condition at all times.Namely,  bathroom ventilation is not functional.",Closed
5342956,Bathroom,,"Wall(s) not maintained free of holes, cracks, damaged and deteriorated materials.Namely, bathroom walls deteriorated with peeling paint.",Closed
5342956,Bathroom,,"Wall(s) not maintained free of holes, cracks, damaged and deteriorated materials.Namey, bathroom grout, and caulking are deteriorated.",Closed
5328755,Rear Yard,West Side Yard,Fence constructed using materials that are not usually intended for use in permanent fencing.,Closed
5328755,Rear Yard,West Side Yard,"Height of the fence exceeds the height permitted by the Chapter, namely extention material secured to pergola.",Closed
5328843,Laundry Room,,"Laundry room and the facilities, amenities, and associated equipment is not maintained in good repair.Namely, dryer number 7 is out of order. There is an error code showing on the spin cycle screen and also states ""out of order"" on the digital pay display screen.",Closed
5344622,,,The required guard(s) and/or handrail(s) are not installed securely or maintained in good repair.,Open
5344622,,,"Wall(s) not maintained free of holes, cracks, damaged and deteriorated materials.",Open
5344622,,,The electrical fixtures are not maintained in good working order.,Open
5344622,,,"The stair, landing and every appurtenance, surface cover and finish is not maintained. ",Open
5344622,,,"The supplied facility in or on the property is not constructed, installed and/or maintained so that it will function safely and effectively.",Open
5336676,Exterior Of Building,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to storage boxes, interior fixtures, paint buckets, paper materials, plastic materials, beverage containers, and other loose litter and general debris.",Open
5341416,Bathroom,East Side of Unit,"The ventilation system is not kept in good repair and maintained in good working condition, specifically,  mechanical vent fan loose/insecure on ceiling.",Closed
5341416,Hall,Throughout Dwelling Unit,"Ceiling not maintained free of damaged and deteriorated materials, namely, water staining and loose/flaking paint.",Closed
5341416,Bathroom,East Side of Unit,"Ceiling not maintained free of cracks, damaged and deteriorated materials, namely, water staining, minor mildew and peeling paint.",Closed
5341416,Living Room,South East,"Ceiling not maintained free of, cracks, damaged and deteriorated materials, namely, heavy water staining, minor mildew and deteriorated/flaking paint & plaster.",Closed
5341416,Living Room,South East,"Repair does not reasonably match existing ceiling, namely, plywood used as patch.",Closed
5341416,Bathroom,East Side of Unit,"Wall(s) not maintained free of damaged and deteriorated materials, namely, water damaged paint pulling away from wall.",Closed
5335164,Kitchen,,"The supplied appliance(s) is not maintained in good repair and good working order.  Namely: Kitchen applliance Fridge, dishwasher, and stove does't work properly",Open
5335164,,,The finishing of repairs and/or the materials used shall be reasonbly compatible in design and colour with adjoining decorative finishing materials. Namely: The bathroom door handle did not match with other door handles througout the unit.,Open
5294561,Rear Yard,West Side of Property,The retaining wall is not being maintained in good repair.,Closed
5294561,Rear Yard,West Side of Property,The retaining wall is not being maintained in a structurally sound and/or plumb condition.,Closed
5294580,Throughout Property,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to broken glass, landscaping bags, loose litter and debris and all other items which appear to be castaway and/ or discarded.",Closed
5294607,North Side of Property,,"The tree, plant, limb or branch, which is located on the property is dead and has not been removed or otherwise pruned to remove the dead portion.",Open
5317527,Interior of Building,Exit Stairways,"Height of the guard for exit ramps and landings is less than 1,070 millimetres measured vertically to the top of the guard fromthe ramp surface where the difference in elevation between the adjacentground or floor level and the ramp is more than 600 millimetres. ",Closed
5317527,Interior of Building,Exit Stairway,"The guard is designed that a member, attachment or opening located between 140 millimetres and 900 millimetres above the level being protected facilitates climbing.",Closed
5317527,Interior of Building,Exit Stairway,Height of the guard for the exit stairs are less than 920 millimetres measured vertically to the top of the guard from a line drawn through the outside edges of the stair nosings.,Closed
5317527,Interior of Building,Exit Stairway,Required guard does not prevent the passage of a sphere having a diameter more than 100 millimetres.,Closed
5317588,Basement,,"The floor and every appurtenance, surface cover and finish is not reasonably smooth and level. Namely, Floor cover in unit not level.",Closed
5317588,Basement,,"Dwelling unit window that is capable of being opened has screen that is not maintained in good repair and free from defects or missing components.Namely,  window screen not properly fitted and  installed.",Closed
5317797,Throughout Dwelling Unit,,"The property is not being kept free of pests.Namley,  pest infestation. ",Open
5290913,,,Have been placed less than 1.5 m from curb or edge of pavement on highway without sidewalk.,Open
5290908,,,Have been placed less than 1.5 m from curb or edge of pavement on highway without sidewalk.,Open
5290366,,,Have been placed less than 1.5 m from curb or edge of pavement on highway without sidewalk.,Open
5293572,Rear Yard,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to loose litter and debris, shopping carts, food stuffs, a refrigerator, and all other items which appear to be castaway and/ or discarded.",Closed
5310155,Bathroom,,"Ceiling not maintained free of holes, cracks, damaged and deteriorated materials.Namely, ceiling in the bathroom is deteriorated, with peeling paint.",Closed
5310155,Bathroom,,"Vanity is not maintained in a satisfactory condition.Namely, bathroom vanity has deteriorated material in the lower portion from a water leak.",Closed
5310155,Living Room,,"Wall(s) not maintained free of holes, cracks, damaged and deteriorated materials.Namely,  living room walls around the windows are damaged from incomplete window installation. Expansion foam and gaps are visible.",Closed
5310155,Living Room,,"Exterior window not maintained weather-tight.Namely, living room window installation is incomplete. Expansion foam can be seen from inside unit.",Closed
5310155,Kitchen,,"The cupboard is not maintained in good repair and good working order.Namely,  the kitchen cupboard hinges are deteriorated and loose.",Closed
5290340,,,Larger than 1.2 square metres have been placed.,Open
5290340,,,Have been located on public highway within 15 metres of an intersection or pedestrian crossover.,Open
5290340,,,Have been located so they interfere with the safe operation of vehicular traffic or safety of pedestrians.,Open
5291671,,,Have been placed less than 1.5 m from curb or edge of pavement on highway without sidewalk.,Open
5294652,Side Of Building,,Above ground discharge from downpipe or pipe is directed to discharge in a manner that is not contained on the property.,Closed
5298327,Side Of Building,,Above ground discharge from downpipe or pipe is directed to discharge in a manner that is likely to damage adjoining property.,Open
5298327,Side Of Building,,Above ground discharge from downpipe or pipe is directed to discharge in a manner that is not contained on the property.,Open
5298329,Throughout Property,,"The yards and /or other part of property is not being kept clean and free from accumulation of junk, rubbish, brush, refuse, litter, garbage and/or other debris.",Open
5298329,Throughout Property,,The yard does not have suitable ground cover to prevent unstable soil conditions or erosion.,Open
5298329,Throughout Property,,The yard does not have suitable ground cover to prevent recurrent ponding of water.,Open
5298329,Throughout Property,,The grass is not being maintained in a living condition and missing in areas.,Open
5298329,Throughout Property,,Exterior yard surface and/or similar areas not maintained. Several trenches on property.,Open
5298333,Throughout Property,,The yard does not have suitable ground cover to prevent unstable soil conditions or erosion.,Open
5298333,Throughout Property,,The yard does not have suitable ground cover to prevent recurrent ponding of water.,Open
5298333,Throughout Property,,The grass is not being maintained in a living condition.,Open
5298333,Front Yard,,Above ground discharge from downpipe or pipe is directed to discharge in a manner that is not contained on the property.,Open
5294459,Exterior Of Building,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to litter, plastic bottles, kids swimming pool, a piece of luggage, a cable, a cane, a frisbee, a small soccer ball, an empty alcohol bottle, and a yellow basket. ",Closed
5296526,,,Have signs which have not been removed 72 hours after the election.,Open
5297813,,,Have signs which have not been removed 72 hours after the election.,Open
5297818,,,Have signs which have not been removed 72 hours after the election.,Open
5310155,Kitchen,,"The kitchen fixture(s) and/or fitting is not maintained in good repair and good working order.Namely, the kitchen facet is loose and does not sealant.",Closed
5310363,,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to loose litter, yard waste ,waste and debris throughout property.",Open
5339915,,,Handrail is obstructed or not capable of maintaining continous handhold other than by newels at changes in direction,Closed
5339915,,,The handrails and/or other appurtenant attachments and/or their supporting structural members are not capable of supporting all loads that they are subjected to.,Open
5339915,,,The handrails and/or other appurtenant attachments and/or their supporting structural members are not being maintained free from defects/hazards.,Closed
5339915,,,The handrails and/or other appurtenant attachments and/or their supporting structural members are not maintained in a clean and/or sanitary condition.,Closed
5339915,,,The handrails and/or other appurtenant attachments and/or their supporting structural members are not maintained in good repair.,Closed
5339915,,,"The handrails, and/or other appurtenant attachments and/or their supporting structural members are not maintained in a safe condition.",Closed
5339915,,,"Handrail where guard is required on landing is higher than the maximum height of 1,070 mm",Closed
5339915,,,Height of handrail on stairs or ramp is more than the maximum 965mm,Closed
5339915,,,Height of handrail on stairs or ramp is less than the minimum 800mm,Closed
5339915,,,Handrail unable to resist required concentrated load of 0.9 kilonewtons,Closed
5339915,,,Handrail unable to resit uniformly distributed load of 0.7 kilonewtons other than handrail serving single dwelling unit,Closed
5339915,,,"Handrail, projections below handrail, supports or stair stringers project more than 100mm into the required width of stair or ramp",Closed
5339915,Baement exit door,,Handrail not provided for the interior stairs of single dwelling unit that has more than two risers,Open
5339915,,,Handrail obstructs pedestrian travel or creates hazard,Closed
5339915,Basement exit door,,One handrail on stair or ramp does not extend more than 300mm at the top and bottom of stair or ramp on other than single dwelling unit,Closed
5324463,,, Fence constructed using materials that are not usually intended for use in permanent fencing.,Open
5324463,,,Barbed or sharp material on a fence at a height less than 2.5 metres.,Open
5330592,,,The property is not being kept free of pests. Namely the wasps located in the side yard of the property.,Closed
5331545,Bathroom,,"Ceiling not maintained free of holes, cracks, damaged and deteriorated materials. Namely: hole in unit  washroom ceiling. ",Open
5331545,,,"Ceiling not maintained free of holes, cracks, damaged and deteriorated materials. Namely: holes throughout.",Open
5327497,Yard,,"The tree, plant, limb or branch, which is located on the property is dead and has not been removed or otherwise pruned to remove the dead portion.",Closed
5331517,Elevator,,"Elevator part(s) and appendages are not maintained in good repair and operational.  Namely : (lighting fixtures, lamps, elevator buttons, floor indicators and ventilation fans)Namely, two elevator cabs out of three are not operational. ",Closed
5322383,Rear Yard,shed,The yards and /or other part of property is not being kept clean and free of any conditions that are health or other hazards.,Open
5323303,Rear Yard,,"The tree, plant, limb or branch, which is located on the property is dead and has not been removed or otherwise pruned to remove the dead portion.",Closed
5317403,Rear,,The swimming pool enclosure fails to completely enclose the area in which the swimming pool is located.,Open
5329310,Exterior Of Building,,An exterior door has a defective locking mechanism.Namely: The main entrance door to the building does not lock when the door closes. ,Closed
5329310,Living Room,,"Materials used for the repair, replacements or painting of the floor(S) and/or its attachments do not have a finish and facing similar to that of the original covering.Namely: The hardwood floor used for repair does not match in size or colour of the original floor. ",Open
5330718,,,"The supplied facility in or on the property is not constructed, installed and/or maintained so that it will function safely and effectively.",Open
5330718,,,"Wall(s) not maintained free of holes, cracks, damaged and deteriorated materials.",Open
5342447,Deck at the entrance,,"Exterior steps, not maintained. Namely, handrails are missing on the exterior steps leading to the frontside deck.",Substantially Complete
5342447,Exterior Steps,,"The (verandah, porch, deck, loading dock, ramp, balcony, fire escape or other similar structure, and/or other appurtenant attachment) and/or the supporting structural member(s) is not being maintained free from defects and/or hazards. Namely, handrails are missing on the exterior steps leading to the frontside deck.",Substantially Complete
5342969,Westside wooden fence,,"Height of the fence exceeds the height permitted by the Chapter.447, namely; addition (more than 2 meters) has been made to the westside flanked fence.",Open
5412879,Front,,Exterior door missing.,Open
5412879,Throughout Property,,"Roof decks, catwalks and/or related guards are not maintained in good repair.",Open
5412879,,Throughout Property,The exterior walls and their components are not being maintained in good repair.,Open
5412879,Throughout Property,,Exterior window missing.,Open
5332484,Rear Yard,,"The tree, plant, limb or branch, which is located on the property is dead and has not been removed or otherwise pruned to remove the dead portion.",Open
5332486,Rear Yard,,"The tree, plant, limb or branch, which is located on the property is dead and has not been removed or otherwise pruned to remove the dead portion.",Closed
5332488,Rear Yard,,"The tree, plant, limb or branch, which is located on the property is dead and has not been removed or otherwise pruned to remove the dead portion.",Open
5332490,Front Yard,Abutting the driveway,"The tree, plant, limb or branch, which is located on the property is dead and has not been removed or otherwise pruned to remove the dead portion.",Open
5332502,Hall,,"All repairs shall be made in a good workmanlike manner. Namely, closet doors in hallway off their tracks.",Closed
5332504,Bathroom,,"Ceiling not maintained free of holes, cracks, damaged and deteriorated materials. Namely, water damage.",Closed
5332504,Bathroom,,"The supplied facility in or on the property is not constructed, installed and/or maintained so that it will function safely and effectively. Namely, toilet is loose / not secured properly to the floor.",Closed
5338109,Backyard Area,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to the remains ( wood and shingles) of the taken down shed behind the garage.",Open
5339830,Rear Yard,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to inoperable vehicle.",Open
5323230,Rear Yard,Rear Laneway,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to.  Yard waste, cardboard,  inoperable motor vehicle etc.",Substantially Complete
5323328,Rear Yard,,"The tree, plant, limb or branch, which is located on the property is dead and has not been removed or otherwise pruned to remove the dead portion.",Closed
5323763,Exterior,,Extension cords or other extensions are used as a permanent wiring system.,Closed
5323763,Premises,,All repairs shall be made in a good workmanlike manner.,Closed
5323763,Rear,2nd Floor,"The (verandah, porch, deck, loading dock, ramp, balcony, fire escape or other similar structure, and/or other appurtenant attachment) and/or the supporting structural member(s) is not maintained in a safe condition.",Closed
5323763,Rear,Side Of Property,"The yards and /or other part of property is not being kept clean and free from accumulation of junk, rubbish, brush, refuse, litter, garbage and/or other debris.",Closed
5328212,Bedroom,,"Wall(s) not maintained free of holes, cracks, damaged and deteriorated materials.Namely, bedroom and closet walls have deteriorated, peeling, bubbling and cracked paint. ",Closed
5328232,Bathroom,,"Ceiling not maintained free of holes, cracks, damaged and deteriorated materials.Namely, bathroom ceiling is deteriorated and caving in. ",Open
5324666,Rear Yard,,Fail to obtain the required Permit for excavation and/or erection of a swimming pool enclosure.,Closed
5324680,Side Yard,Between 156 and 158 Mutual Fence,"Height of the fence exceeds the height permitted by the Chapter., namely; Fence post exceed 2.0 meters next to 156 gate and all other posts.",Closed
5324680,Side Yard,"Between 156 and 158, next to 156 Shed","Height of the fence exceeds the height permitted by the Chapter., namely; Fence 5 inches above required 2.0 meters.",Closed
5319523,Exterior Of Building,South Rear West,"The property is not being kept free of conditions which may encourage infestation. Namely, the back wall of the shed in the south/west corner has openings that could promote infestation. ",Open
5319523,Exterior Of Building,South Rear West,"The accessory building is not constructed and/or maintained in good repair. Namely, the shed in the south/west corner has openings, including on the roof.  ",Open
5324596,Throughout the propery,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to, barrels, rug, gardenwaste, loose littere etc throughout the property.",Closed
5331711,,,"The tree, plant, limb or branch, which is located on the property is diseased, decayed or damaged and has not been removed or otherwise pruned to remove the diseased, decayed or damaged portion. ",Open
5341292,Kitchen,,"The supplied appliance(s) is not maintained in good repair and good working order.  Namely, stove reported to be deficient, where baking area does not maintain set temperature as set by the temperature controller. BEO Avesta Pira B.6259 ",Closed
5343730,Stairway,,The location and size of openings present a hazard as they are designed with members or attachments between 140 millimetres and 900 millimetres above the level protected by the guard which facilitate climbing.Namely: Currently installed stairway guards facilitate climbing.,Closed
5343730,Stairway,,Height of the guard for the exit stairs are less than 920 millimetres measured vertically to the top of the guard from a line drawn through the outside edges of the stair nosings.Namely: Currently installed guards for the angled portion of the stairway are approximately 770mm-780mm in height.,Closed
5343730,Stairway,,"Height of the guard for the exit stairs are less than 1,070 millimetres around landings.Namely: Currently installed guards at the landings in the stairway is approximately 930mm-940mm in height.",Closed
5343730,Stairway,,Required guard does not prevent the passage of a sphere having a diameter more than 100 millimetres.Namely: Currently installed guard does not prevent the passage of a sphere object having a diameter greater than 100mm.,Closed
5343769,Stairway,,"Height of the guard for the exit stairs are less than 1,070 millimetres around landings. Namely: Currently installed guard at the landings is approximately 930mm in height.",Closed
5343769,Stairway,,Height of the guard for the exit stairs are less than 920 millimetres measured vertically to the top of the guard from a line drawn through the outside edges of the stair nosings.Namely: Currently installed guards at the angled portion of the stairway are approximately 750mm-760mm.,Closed
5344153,Rear,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to: A variety of waste on the ground at the rear of the property,  including inside the fenced in area.",Open
5341233,Basement,Dwelling Unit,The plumbing system is not kept free from leaks or defects.,Open
5341233,Basement,Dwelling Unit,"Previously finished surface(s) have marks, stains, graffiti, smoke damage, painted slogans and/or other defacements.",Open
5341233,Basement,Dwelling Unit,"Previously finished wall(s) have marks, stains, graffiti, smoke damage, painted slogans and/or other defacements.",Open
5341235,Garage Area,,Garbage and/or refuse is not being stored in receptacles.,Open
5341235,Garage Area,,The number of garbage receptacles supplied is insufficient.,Open
5341235,Garage Area,,Unsuitable containers are being used for the storage of garbage.,Open
5341235,Garage Area,,Garbage container or receptacle is not maintained in a clean and odour free condition.,Open
5341235,Garage Area,,The exterior garbage storage area is not maintained in a litter free and odour free condition.,Open
5341306,Front Yard,,The number of garbage receptacles supplied is insufficient. Namely; waste containers overflowing.,Closed
5341307,North Rear West,,The number of garbage receptacles supplied is insufficient. Namely; waste containers overflowing.,Closed
5346268,Interior,Dwelling Unit,Dwelling unit does not have an adequate supply of potable running hot and cold water.,Closed
5346268,Interior,Dwelling Unit,All repairs shall be made in a good workmanlike manner.,Closed
5339019,Throughout Property,,"The property is not maintained and/or kept clean in accordance with the standards.Immediate action has not been taken to eliminate an unclean condition.Namely but not limited to, the removal from the property of waste, rubbish and debris to affirm, rooms, doors, passageways, and exits shall be maintained free from hazardous conditions, obstructions and impediments.  All means of egress to be kept clear. ",Substantially Complete
5335164,Apartment,,"Required or provided safety equipment relative to exits and means of egress are not maintained in good working order.  Namely: (door closures, coordinating devices, smoke seals, pressurized vestibules, latching devices, hinges, moulding and similar devices). Namely: The latching device on the main door does't work properly",Open
5337271,Entranceway,,An exterior door has a defective locking mechanism.Namely: The main entrance door leading to the stairs does not lock.,Open
5348137,Exterior,Throughout Building,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to:  Namely, garbage bags, household waste, unused construction materials, yard waste and other miscellaneous waste items.",Open
5342956,Kitchen,,"Wall(s) not maintained free of holes, cracks, damaged and deteriorated materials.Namely, the kitchen wall has a hole in it.",Closed
5343182,Rear,Adjacent to laneway,"The tree which is located on the property is diseased, decayed or damaged and has not been removed or otherwise pruned to remove the diseased, decayed or damaged portion.",Closed
5323042,Rear,,"The tree, plant, limb or branch, which is located on the property is diseased, decayed or damaged and has not been removed or otherwise pruned to remove the diseased, decayed or damaged portion. Privately owned trees, both located on the rear yard boundary of 1198 and 1200 Queen St W:-	70cm diameter tree-of-heaven tree-	73cm diameter tree-of-heaven tree",Open
5323045,Rear,,"The tree, plant, limb or branch, which is located on the property is diseased, decayed or damaged and has not been removed or otherwise pruned to remove the diseased, decayed or damaged portion. Privately owned trees, both located on the rear yard boundary of 1198 and 1200 Queen St W:-	70cm diameter tree-of-heaven tree-	73cm diameter tree-of-heaven tree",Open
5340998,Throughout property,,"The yards and /or other part of property is not being kept clean and free from accumulation of junk, rubbish, brush, refuse, litter, garbage and/or other debris.",Closed
5328382,parkign garage locatd at the west side of the building,,"The property has not been repaired in accordance with the standards, namely: garage",Open
5319757,Garage,West Side of Building,Above ground discharge from downpipe or pipe is directed to discharge in a manner that is not contained on the property.,Open
5319757,Garage,West Side of Building,Above ground discharge from downpipe or pipe is directed to discharge in a manner that is likely to damage adjoining property.,Open
5319757,Garage,West Side of Building,"Eavestrough, roof gutter, flashing and/or down pipe not maintained free from obstructions.",Open
5319764,Rear Yard,,"Exterior yard that is used for the parking or storage of motorized vehicles or surfaced with a material impervious to water is not maintained in good repair, free from cracks, holes and ruts.",Closed
5341416,Hall,Throughout Dwelling Unit,"Wall(s) not maintained free of damaged and deteriorated materials, namely, water staining and loose/flaking paint.",Closed
5341422,Rear Yard,,"The 4 trees, which are located in the rear yard of the property are diseased, decayed or damaged and require removal.  Please have all 4 trees removed completely in accordance with proper arboricultural tree removal practices.",Open
5324919,,,"The tree, plant, limb or branch, which is located on the property is dead and has not been removed or otherwise pruned to remove the dead portion.",Open
5337319,,,"Permit refuse to be thrown, dumped, deposited on land that is not a highway within the City, including but not limited to;  ",Open
5342637,Rear Yard,North Rear East,"The tree, plant, limb or branch, which is located on the property is dead and has not been removed or otherwise pruned to remove the dead portion. Namely, the 84 cm diameter American Elm tree. ",Open
5342642,Rear Yard,North Rear West,"The tree, plant, limb or branch, which is located on the property is dead and has not been removed or otherwise pruned to remove the dead portion. Namely, 84 cm diameter American Elm tree. ",Open
5325899,Kitchen,,"Meals are being prepared in the room in which the required counter, backsplash and drain board are not made of a material impervious to water.",Open
5325899,Kitchen,,"The supplied facility in or on the property is not constructed, installed and/or maintained so that it will function safely and effectively. Namely kitchen faucet is loose and not secured properly.",Open
5325899,Kitchen,,The supplied facility in or on the property is not kept in a satisfactory working condition. Namely cupboard is missing.,Open
